Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83781;23/08/2017;0000;;22.2;;5.6;3;16.86;80.5;3.333333;
83781;23/08/2017;1200;0;;12.6;;;;;;
83781;24/08/2017;0000;;23;;9;2;16.86;72.25;3.033333;
83781;24/08/2017;1200;0;;13.4;;;;;;
83781;25/08/2017;0000;;25.7;;8.7;3.2;17.62;73;2.566667;
83781;25/08/2017;1200;0;;13.2;;;;;;
83781;26/08/2017;0000;;27.2;;10.2;5.5;19.88;56;2.5;
83781;26/08/2017;1200;0;;12.9;;;;;;
83781;27/08/2017;0000;;28;;10.3;5.3;21.02;54.75;1.733333;
83781;27/08/2017;1200;0;;18.8;;;;;;
83781;28/08/2017;0000;;27;;10.4;12.4;18.64;66.25;1.966667;
83781;28/08/2017;1200;0;;14.2;;;;;;
83781;29/08/2017;0000;;28.4;;7.2;4.7;19.84;65.5;1.366667;
83781;29/08/2017;1200;0;;12.4;;;;;;
83781;30/08/2017;0000;;31.2;;9.9;4;23.48;44;1.8;
83781;30/08/2017;1200;0;;14.5;;;;;;
83781;31/08/2017;0000;;25.2;;0;8.3;17.92;81.75;3.3;
83781;31/08/2017;1200;0;;15.3;;;;;;
83781;01/09/2017;0000;;23.5;;5.4;2;17.38;79;4.066667;
83781;01/09/2017;1200;0;;14.8;;;;;;
83781;02/09/2017;0000;;25.3;;10.2;3.9;17.9;68.25;2.533333;
83781;02/09/2017;1200;0;;14.6;;;;;;
83781;03/09/2017;0000;;26.8;;10.5;3.6;18.92;59;2.4;
83781;03/09/2017;1200;0;;12.6;;;;;;
83781;04/09/2017;0000;;28.7;;10.8;4.7;21.6;41.5;2.2;
83781;04/09/2017;1200;0;;13.3;;;;;;
83781;05/09/2017;0000;;28.7;;10.5;11.5;21.82;46.25;1.433333;
83781;05/09/2017;1200;0;;14.8;;;;;;
83781;06/09/2017;0000;;27.2;;10.1;7.3;19.66;68;2.466667;
83781;06/09/2017;1200;0;;14.7;;;;;;
83781;07/09/2017;0000;;28.3;;10.4;4.7;20.96;41.25;2.466667;
83781;07/09/2017;1200;0;;13.9;;;;;;
83781;08/09/2017;0000;;29.9;;10.1;6.5;22.48;39;1.433333;
83781;08/09/2017;1200;0;;15.4;;;;;;
83781;09/09/2017;0000;;30.2;;9.1;8.7;22.8;43;1.066667;
83781;09/09/2017;1200;0;;14.7;;;;;;
83781;10/09/2017;0000;;30.4;;10.4;7.8;23.6;41.25;1.966667;
83781;10/09/2017;1200;0;;17.1;;;;;;
83781;11/09/2017;0000;;31.9;;9.8;7.9;25.16;36.75;2.066667;
83781;11/09/2017;1200;0;;18.3;;;;;;
83781;12/09/2017;0000;;31.1;;10.6;9;22.72;58.25;2.066667;
83781;12/09/2017;1200;0;;18.9;;;;;;
83781;13/09/2017;0000;;31.8;;10.6;5.9;23.82;47.75;1.666667;
83781;13/09/2017;1200;0;;16.3;;;;;;
83781;14/09/2017;0000;;32.7;;10.8;8.1;26.12;35.5;2.466667;
83781;14/09/2017;1200;0;;18.7;;;;;;
83781;15/09/2017;0000;;33.4;;10.5;11.2;24.88;46;1.466667;
83781;15/09/2017;1200;0;;19.6;;;;;;
83781;16/09/2017;0000;;32.2;;9.9;8.1;22.24;63.5;1.933333;
83781;16/09/2017;1200;0;;17;;;;;;
83781;17/09/2017;0000;;32.2;;10;8;22.16;65.25;1.633333;
83781;17/09/2017;1200;0;;17.6;;;;;;
83781;18/09/2017;0000;;30.2;;8.1;6.2;21.56;71.25;2.066667;
83781;18/09/2017;1200;0;;18;;;;;;
83781;19/09/2017;0000;;28.1;;8.2;3.8;19.98;74;2.166667;
83781;19/09/2017;1200;0;;16.4;;;;;;
83781;20/09/2017;0000;;27.2;;10.3;5.5;19.78;73;2.933333;
83781;20/09/2017;1200;0;;15.2;;;;;;
83781;21/09/2017;0000;;29.7;;9.5;3.5;22.7;50.5;1.633333;
83781;21/09/2017;1200;0;;15.8;;;;;;
83781;22/09/2017;0000;;30;;7.1;5.5;24.04;37;2.033333;
83781;22/09/2017;1200;0;;17.4;;;;;;
83781;23/09/2017;0000;;30.7;;10;18.7;22.98;55.5;3.166667;
83781;23/09/2017;1200;0;;18.3;;;;;;
83781;24/09/2017;0000;;24.5;;5.7;14.2;19.94;71.75;3.833333;
83781;24/09/2017;1200;0;;18;;;;;;
83781;25/09/2017;0000;;26.5;;6.6;4.2;19.5;71.25;4.033333;
83781;25/09/2017;1200;0;;16.2;;;;;;
83781;26/09/2017;0000;;27.4;;8.5;6.5;19.6;74.75;2.9;
83781;26/09/2017;1200;0;;14.7;;;;;;
83781;27/09/2017;0000;;30.6;;10.4;3.8;23.56;49.25;1.533333;
83781;27/09/2017;1200;0;;16.1;;;;;;
83781;28/09/2017;0000;;27;;8.1;8.4;20.64;77.5;3.833333;
83781;28/09/2017;1200;0;;17;;;;;;
83781;29/09/2017;0000;;23.2;;0;3.5;18.54;86;3.066667;
83781;29/09/2017;1200;1;;16.3;;;;;;
83781;30/09/2017;0000;;22.2;;1.2;2.1;18.28;86;3.133333;
83781;30/09/2017;1200;10.1;;16.4;;;;;;
83781;01/10/2017;0000;;27;;10.3;2.9;21.5;60.75;3.6;
83781;01/10/2017;1200;25.5;;16.2;;;;;;
83781;02/10/2017;0000;;23;;2.2;6.8;20.38;73;2.3;
83781;02/10/2017;1200;0;;16.7;;;;;;
83781;03/10/2017;0000;;23.2;;1.7;3;17.8;82;2.3;
83781;03/10/2017;1200;17.6;;14.8;;;;;;
83781;04/10/2017;0000;;24.1;;5.8;3.5;18.48;63;3.75;
83781;04/10/2017;1200;1;;14.4;;;;;;
83781;05/10/2017;0000;;32.1;;10.8;5.7;24.04;72;2.05;
83781;05/10/2017;1200;0;;13.9;;;;;;
83781;06/10/2017;0000;;33.7;;10.5;5.8;25.74;51;0.55;
83781;06/10/2017;1200;0;;18.8;;;;;;
83781;07/10/2017;0000;;26;;0;6.7;19.84;93;2.8;
83781;07/10/2017;1200;2.4;;18;;;;;;
83781;08/10/2017;0000;;25.8;;4.7;1.5;22.04;79;2.5;
83781;08/10/2017;1200;5.4;;17.4;;;;;;
83781;09/10/2017;0000;;31.1;;10;2.4;25.04;65;1.8;
83781;09/10/2017;1200;0;;18.4;;;;;;
83781;10/10/2017;0000;;33.9;;8.8;7;24.84;73;1.6;
83781;10/10/2017;1200;0;;20.3;;;;;;
83781;11/10/2017;0000;;34.7;;8.9;5.3;25.56;70;1.4;
83781;11/10/2017;1200;3;;19.5;;;;;;
83781;12/10/2017;0000;;34.5;;8.9;4.8;24.52;77;3;
83781;12/10/2017;1200;32;;19.1;;;;;;
83781;13/10/2017;0000;;34.5;;9;5.8;26.2;67;1.55;
83781;13/10/2017;1200;0;;19.1;;;;;;
83781;14/10/2017;0000;;31.4;;5.4;7;23.1;80;3.15;
83781;14/10/2017;1200;10.8;;19.3;;;;;;
83781;15/10/2017;0000;;19.8;;0;4;17.34;84;3.65;
83781;15/10/2017;1200;0;;16.1;;;;;;
83781;16/10/2017;0000;;24.4;;6.6;3;19.24;76;4.5;
83781;16/10/2017;1200;0;;15.4;;;;;;
83781;17/10/2017;0000;;28.5;;7.5;4;21.26;81;3.15;
83781;17/10/2017;1200;0;;17.2;;;;;;
83781;18/10/2017;0000;;31.6;;11.1;3.7;25.34;50;2.1;
83781;18/10/2017;1200;0;;17.9;;;;;;
83781;19/10/2017;0000;;26.2;;11.5;3.7;24.82;84;2.34332;
83781;19/10/2017;1200;0;;19.6;;;;;;
83781;20/10/2017;0000;;26.1;;3.8;11;20.8;84;4;
83781;20/10/2017;1200;0;;19;;;;;;
83781;21/10/2017;0000;;25.7;;0.4;3;22.54;71;1.95;
83781;21/10/2017;1200;0.8;;18.5;;;;;;
83781;22/10/2017;0000;;23.5;;0;5;20.34;85.25;2.166667;
83781;22/10/2017;1200;0.1;;18.8;;;;;;
83781;23/10/2017;0000;;19.7;;0;2.2;15.86;81.5;3.8;
83781;23/10/2017;1200;4.1;;13.8;;;;;;
83781;24/10/2017;0000;;20.9;;0.2;2;17.7;78.5;3.4;
83781;24/10/2017;1200;0;;13.8;;;;;;
83781;25/10/2017;0000;;30.3;;6;2.3;21.56;76.25;2.066667;
83781;25/10/2017;1200;0;;16.3;;;;;;
83781;26/10/2017;0000;;25.6;;2.5;2.7;20.16;77.75;1.9;
83781;26/10/2017;1200;32.8;;15.4;;;;;;
83781;27/10/2017;0000;;25.8;;1.1;3.5;22.32;63.25;3.033333;
83781;27/10/2017;1200;2.2;;18;;;;;;
83781;28/10/2017;0000;;28;;8.2;4.8;23.42;66.25;0.3;
83781;28/10/2017;1200;3.4;;18.5;;;;;;
83781;29/10/2017;0000;;24.8;;0.4;6.5;21.08;76;1.766667;
83781;29/10/2017;1200;0;;19.6;;;;;;
83781;30/10/2017;0000;;22.4;;0;2.1;20.5;87.25;2.2;
83781;30/10/2017;1200;1.3;;18.2;;;;;;
83781;31/10/2017;0000;;22.7;;0.7;1.7;18.98;77.75;3.066667;
83781;31/10/2017;1200;7;;17;;;;;;
83781;01/11/2017;0000;;22;;8.2;2.6;17.64;64.75;4.266667;
83781;01/11/2017;1200;0;;14.6;;;;;;
83781;02/11/2017;0000;;25.8;;11;6.1;18.96;68.25;3.633333;
83781;02/11/2017;1200;0;;14.4;;;;;;
83781;03/11/2017;0000;;31.5;;9.8;5;23.56;59.75;2.166667;
83781;03/11/2017;1200;0;;14.8;;;;;;
83781;04/11/2017;0000;;29.8;;5.2;6.5;22.44;76.5;3.866667;
83781;04/11/2017;1200;0;;18.8;;;;;;
83781;05/11/2017;0000;;21.4;;0;6.3;18.88;86.25;3;
83781;05/11/2017;1200;26.4;;17.4;;;;;;
83781;06/11/2017;0000;;19.5;;0;1.6;16.98;80.75;3;
83781;06/11/2017;1200;0;;15.2;;;;;;
83781;07/11/2017;0000;;24.7;;3.6;1.9;18.7;73;3.033333;
83781;07/11/2017;1200;0;;14.6;;;;;;
83781;08/11/2017;0000;;26.2;;0;4.4;19.62;77.75;3.166667;
83781;08/11/2017;1200;0;;16.1;;;;;;
83781;09/11/2017;0000;;26.7;;3.9;4.3;21.3;82.75;1.3;
83781;09/11/2017;1200;0;;17.7;;;;;;
83781;10/11/2017;0000;;29.5;;8.6;2.2;24.2;65.25;3.5;
83781;10/11/2017;1200;4.2;;18.4;;;;;;
83781;11/11/2017;0000;;24.8;;0;5;18.92;77.5;2.733333;
83781;11/11/2017;1200;16.4;;16.4;;;;;;
83781;12/11/2017;0000;;28.4;;12.4;2.2;21.78;40.25;1.6;
83781;12/11/2017;1200;0;;12.7;;;;;;
83781;13/11/2017;0000;;26.8;;11.3;10.2;19.66;68;3.2;
83781;13/11/2017;1200;0;;15.9;;;;;;
83781;14/11/2017;0000;;28.3;;12.1;7.4;19.68;60.75;3.3;
83781;14/11/2017;1200;0;;13.2;;;;;;
83781;15/11/2017;0000;;32.4;;12.2;7.7;24.16;53.75;1.366667;
83781;15/11/2017;1200;0;;13.1;;;;;;
83781;16/11/2017;0000;;31.6;;10;7;25.34;52;2.933333;
83781;16/11/2017;1200;0;;20.2;;;;;;
83781;17/11/2017;0000;;29.5;;2.6;8.3;22.08;74.5;2.933333;
83781;17/11/2017;1200;4.8;;18.5;;;;;;
83781;18/11/2017;0000;;29.8;;8.9;3.2;22.6;76.5;2.5;
83781;18/11/2017;1200;12.6;;18.6;;;;;;
83781;19/11/2017;0000;;26.2;;2.2;5.5;21.66;83;3.533333;
83781;19/11/2017;1200;22;;19.1;;;;;;
83781;20/11/2017;0000;;21.8;;0;2.5;19.78;86.5;2.633333;
83781;20/11/2017;1200;3;;18.6;;;;;;
83781;21/11/2017;0000;;29.5;;3.7;1.5;22.5;78.25;2.466667;
83781;21/11/2017;1200;6.6;;17.7;;;;;;
83781;22/11/2017;0000;;23.5;;0.2;2.5;19.44;85.5;3.033333;
83781;22/11/2017;1200;28;;16.7;;;;;;
83781;23/11/2017;0000;;22.2;;1.6;2;18.52;80.25;2.933333;
83781;23/11/2017;1200;0.8;;15.2;;;;;;
83781;24/11/2017;0000;;29.4;;8.9;2.4;22.18;54;2.2;
83781;24/11/2017;1200;0;;16.5;;;;;;
83781;25/11/2017;0000;;32.1;;10.7;5.6;24.3;63.75;2.433333;
83781;25/11/2017;1200;0;;17.5;;;;;;
83781;26/11/2017;0000;;25.9;;4.8;5;22.28;74.75;3;
83781;26/11/2017;1200;7.8;;17.6;;;;;;
83781;27/11/2017;0000;;26.6;;3.5;5;21.88;82;2.033333;
83781;27/11/2017;1200;26;;17.6;;;;;;
83781;28/11/2017;0000;;26.4;;0.3;2.7;22.1;81.75;3.4574;
83781;28/11/2017;1200;1.2;;18.7;;;;;;
83781;29/11/2017;0000;;26.2;;11.9;3.6;19.58;69;3.766667;
83781;29/11/2017;1200;0;;15.9;;;;;;
83781;30/11/2017;0000;;24.3;;3.4;5;19.52;72.75;3.533333;
83781;30/11/2017;1200;0;;16.4;;;;;;
83781;01/12/2017;0000;;25.2;;2.5;3.3;20.68;79;3.233333;
83781;01/12/2017;1200;0;;18;;;;;;
83781;02/12/2017;0000;;25.4;;2.8;3.5;21.34;77.5;3.666667;
83781;02/12/2017;1200;0;;18.2;;;;;;
83781;03/12/2017;0000;;28.5;;5;3.2;22.1;77.25;2.966667;
83781;03/12/2017;1200;0;;18.6;;;;;;
83781;04/12/2017;0000;;30.7;;7.9;3.4;23.36;76.25;3.066667;
83781;04/12/2017;1200;0;;19.6;;;;;;
83781;05/12/2017;0000;;28.2;;8.9;4.1;23.4;71.25;2.8;
83781;05/12/2017;1200;0;;19.3;;;;;;
83781;06/12/2017;0000;;29.2;;6.5;4.5;22.68;74.25;3.2;
83781;06/12/2017;1200;0;;19.9;;;;;;
83781;07/12/2017;0000;;27.3;;0.6;4.1;22.92;79.75;1.933333;
83781;07/12/2017;1200;0;;19.4;;;;;;
83781;08/12/2017;0000;;28.2;;1.8;2.4;22.18;90.75;2;
83781;08/12/2017;1200;8.2;;19.8;;;;;;
83781;09/12/2017;0000;;27.4;;7.2;2.3;22.14;73.75;3.3;
83781;09/12/2017;1200;11;;19.1;;;;;;
83781;10/12/2017;0000;;30.2;;8.4;20.8;23.06;68.5;1.466667;
83781;10/12/2017;1200;0;;17.3;;;;;;
83781;11/12/2017;0000;;30.8;;7.4;4.5;23.12;74.5;4.166667;
83781;11/12/2017;1200;6;;18.6;;;;;;
83781;12/12/2017;0000;;21.1;;0.2;5;18.42;80.25;3.3;
83781;12/12/2017;1200;0;;17.1;;;;;;
83781;13/12/2017;0000;;27.1;;5.8;3;20.58;74.5;3.033333;
83781;13/12/2017;1200;0;;17.1;;;;;;
83781;14/12/2017;0000;;31.6;;10;3.5;24;56.5;1.633333;
83781;14/12/2017;1200;0;;18.2;;;;;;
83781;15/12/2017;0000;;31.9;;10.2;6;24.66;67.5;2.633333;
83781;15/12/2017;1200;0;;18.5;;;;;;
83781;16/12/2017;0000;;31.3;;6.6;6.5;25.42;60.5;1.166667;
83781;16/12/2017;1200;0;;20.1;;;;;;
83781;17/12/2017;0000;;32.8;;12.6;5.5;27.48;52.25;2.433333;
83781;17/12/2017;1200;2.3;;20.8;;;;;;
83781;18/12/2017;0000;;29.2;;5.5;7.9;23.66;74.25;2.733333;
83781;18/12/2017;1200;10.4;;19.3;;;;;;
83781;19/12/2017;0000;;29.9;;7.3;3.9;23.76;77.25;3.366667;
83781;19/12/2017;1200;0;;20.5;;;;;;
83781;20/12/2017;0000;;30.4;;3.7;4;23.12;78.5;2.333333;
83781;20/12/2017;1200;0;;20.2;;;;;;
83781;21/12/2017;0000;;21.5;;0;3.2;20.72;88.5;0.933333;
83781;21/12/2017;1200;30.2;;19.1;;;;;;
83781;22/12/2017;0000;;23;;0.5;1.5;21.66;85.5;2.7;
83781;22/12/2017;1200;8.2;;19.6;;;;;;
83781;23/12/2017;0000;;28.6;;6.6;3;24.22;68.5;3.566667;
83781;23/12/2017;1200;1.8;;20.3;;;;;;
83781;24/12/2017;0000;;28.1;;1.9;7;24.92;66.75;2.1;
83781;24/12/2017;1200;0;;21.5;;;;;;
83781;25/12/2017;0000;;28.5;;1.8;5.9;22.88;88.25;3.3;
83781;25/12/2017;1200;0;;19.9;;;;;;
83781;26/12/2017;0000;;28.7;;3.6;2.2;23.1;86.5;2.133333;
83781;26/12/2017;1200;33.2;;19.9;;;;;;
83781;27/12/2017;0000;;29.7;;7.1;2.1;24.34;78.5;2.233333;
83781;27/12/2017;1200;10.5;;21.1;;;;;;
83781;28/12/2017;0000;;26.4;;0.3;3.8;23.46;79;2.2;
83781;28/12/2017;1200;1.2;;22.1;;;;;;
83781;29/12/2017;0000;;24.4;;0;2;21.84;87;2.2;
83781;29/12/2017;1200;5.7;;19.2;;;;;;
83781;30/12/2017;0000;;25.2;;0.3;2.2;21.52;84.25;4.166667;
83781;30/12/2017;1200;15.1;;19.2;;;;;;
83781;31/12/2017;0000;;25.4;;2.5;3;22.1;81.75;4.733333;
83781;31/12/2017;1200;7.5;;19.7;;;;;;
83781;01/01/2018;0000;;29.2;;10.1;2.8;24.36;72.75;2.633333;
83781;01/01/2018;1200;26;;19.3;;;;;;
83781;02/01/2018;0000;;28.1;;5;3;23.94;78.5;4.266667;
83781;02/01/2018;1200;0;;21.6;;;;;;
83781;03/01/2018;0000;;25.9;;1.3;5.7;21.5;87.5;2.433333;
83781;03/01/2018;1200;2.2;;19.8;;;;;;
83781;04/01/2018;0000;;28.5;;11.2;3;22.8;52.25;3.866667;
83781;04/01/2018;1200;12.1;;19.7;;;;;;
83781;05/01/2018;0000;;29.4;;10.4;6.8;22.84;72.25;3.1;
83781;05/01/2018;1200;0;;17.5;;;;;;
83781;06/01/2018;0000;;27.9;;1.9;5.4;22.42;76.75;1.533333;
83781;06/01/2018;1200;0;;19.9;;;;;;
83781;07/01/2018;0000;;20.3;;0;3.6;18.56;89.25;2.3;
83781;07/01/2018;1200;5;;16.4;;;;;;
83781;08/01/2018;0000;;21.4;;0;0.8;18.76;93.25;0.166667;
83781;08/01/2018;1200;34.2;;16.4;;;;;;
83781;09/01/2018;0000;;25.5;;0;0.5;21.16;83;2.633333;
83781;09/01/2018;1200;9.7;;18.3;;;;;;
83781;10/01/2018;0000;;29;;5.3;2;22.84;78.75;1.433333;
83781;10/01/2018;1200;0.8;;19;;;;;;
83781;11/01/2018;0000;;30.2;;3.7;2.2;23.68;72.5;2.3;
83781;11/01/2018;1200;18.5;;20;;;;;;
83781;12/01/2018;0000;;24.4;;0.5;4.6;22.22;75;2.3;
83781;12/01/2018;1200;14.8;;19.3;;;;;;
83781;13/01/2018;0000;;26.8;;2.4;0.4;23.08;64.75;1.25;
83781;13/01/2018;1200;0;;19;;;;;;
83781;14/01/2018;0000;;30.4;;5.1;2;23.2;80;0.8;
83781;14/01/2018;1200;0;;19.2;;;;;;
83781;15/01/2018;0000;;29.8;;4.4;7;25.16;68;1.95;
83781;15/01/2018;1200;6;;19.8;;;;;;
83781;16/01/2018;0000;;29.2;;3;6;24.56;76;1.6;
83781;16/01/2018;1200;1;;19.8;;;;;;
83781;17/01/2018;0000;;30.8;;6.2;4;25.28;77;1.05;
83781;17/01/2018;1200;5.8;;20.8;;;;;;
83781;18/01/2018;0000;;31.6;;4.9;3.8;27.12;78;2.3;
83781;18/01/2018;1200;0;;22.3;;;;;;
83781;19/01/2018;0000;;28.8;;0.3;5;23.56;83;1.65;
83781;19/01/2018;1200;12;;21;;;;;;
83781;20/01/2018;0000;;29;;2;4.4;22.72;90;1.9;
83781;20/01/2018;1200;2;;20.2;;;;;;
83781;21/01/2018;0000;;30.2;;5.1;2.3;23.2;85;1.6;
83781;21/01/2018;1200;22;;19.6;;;;;;
83781;22/01/2018;0000;;31.8;;8.8;3.8;25.2;70;2.5;
83781;22/01/2018;1200;8.8;;19.6;;;;;;
83781;23/01/2018;0000;;32;;6.6;6;25.3;76;2.45;
83781;23/01/2018;1200;4;;21;;;;;;
83781;24/01/2018;0000;;33.7;;4.6;5.2;25.92;69;1.05;
83781;24/01/2018;1200;4.2;;20.6;;;;;;
83781;25/01/2018;0000;;29.7;;6.2;5.6;24.26;82;3.8;
83781;25/01/2018;1200;0;;20.6;;;;;;
83781;26/01/2018;0000;;24.8;;1.2;4.4;21.88;85;3.55;
83781;26/01/2018;1200;0;;19.8;;;;;;
83781;27/01/2018;0000;;25.1;;1;2.7;21.12;85;3.5;
83781;27/01/2018;1200;0.3;;18.5;;;;;;
83781;28/01/2018;0000;;31.2;;7.2;3;23.96;83;1.5;
83781;28/01/2018;1200;0;;19.6;;;;;;
83781;29/01/2018;0000;;25.8;;0.7;3.4;22.8;91;1.3;
83781;29/01/2018;1200;3;;21.4;;;;;;
83781;30/01/2018;0000;;21.8;;0;2.4;19.8;85;2.75;
83781;30/01/2018;1200;35.1;;18.2;;;;;;
83781;31/01/2018;0000;;25.5;;9.9;1;21.02;78;2.5;
83781;31/01/2018;1200;16.8;;17.2;;;;;;
83781;01/02/2018;0000;;27.3;;9.5;4;21.88;71;3.533333;
83781;01/02/2018;1200;0;;18.3;;;;;;
83781;02/02/2018;0000;;27.8;;4.3;4;22.36;71;3.133333;
83781;02/02/2018;1200;0;;18.6;;;;;;
83781;03/02/2018;0000;;25.9;;7.4;4.2;20.86;72.75;4.3;
83781;03/02/2018;1200;0;;18.1;;;;;;
83781;04/02/2018;0000;;25.7;;5.4;3.5;20.84;71.75;3.933333;
83781;04/02/2018;1200;0;;16.7;;;;;;
83781;05/02/2018;0000;;25.4;;5.1;4;21.08;74.75;3.2;
83781;05/02/2018;1200;0;;18.2;;;;;;
83781;06/02/2018;0000;;24.4;;0.5;3.5;20.82;78;1.566667;
83781;06/02/2018;1200;0;;17.7;;;;;;
83781;07/02/2018;0000;;29;;9.6;2.5;23.32;65.75;2.4;
83781;07/02/2018;1200;0;;18.8;;;;;;
83781;08/02/2018;0000;;29.6;;7.2;5;23.56;62.25;1.2;
83781;08/02/2018;1200;0;;17.3;;;;;;
83781;09/02/2018;0000;;32.8;;8.3;3.7;26.18;53.5;2.266667;
83781;09/02/2018;1200;1.4;;19.3;;;;;;
83781;10/02/2018;0000;;30;;5.1;8;24.02;73.5;2.033333;
83781;10/02/2018;1200;0;;20.3;;;;;;
83781;11/02/2018;0000;;31;;6.7;3.8;25.44;69.5;1.2;
83781;11/02/2018;1200;10.2;;20.2;;;;;;
83781;12/02/2018;0000;;32;;8.6;5.2;25.74;71;2.366667;
83781;12/02/2018;1200;0;;22.7;;;;;;
83781;13/02/2018;0000;;24.5;;0;4.6;20.32;85.5;3.633333;
83781;13/02/2018;1200;2;;18.6;;;;;;
83781;14/02/2018;0000;;22.2;;0;1.6;20.18;85.25;3.066667;
83781;14/02/2018;1200;0;;18.2;;;;;;
83781;15/02/2018;0000;;24.1;;0.2;1.4;20.5;85.5;2.833333;
83781;15/02/2018;1200;1.3;;17.8;;;;;;
83781;16/02/2018;0000;;24.5;;1.5;1.8;19.84;81.75;4.033333;
83781;16/02/2018;1200;0.2;;17.1;;;;;;
83781;17/02/2018;0000;;27;;4.7;2.4;21.42;78.75;3.166667;
83781;17/02/2018;1200;0;;17.9;;;;;;
83781;18/02/2018;0000;;23.8;;0;2.4;21.32;81.25;0.466667;
83781;18/02/2018;1200;0;;19.8;;;;;;
83781;19/02/2018;0000;;26.8;;4.1;1.8;23.42;71;0.8;
83781;19/02/2018;1200;0;;18.6;;;;;;
83781;20/02/2018;0000;;27.7;;1.8;4.1;23.76;83;2.5;
83781;20/02/2018;1200;0;;21.2;;;;;;
83781;21/02/2018;0000;;29.7;;10.9;3.7;25.32;62;3.3;
83781;21/02/2018;1200;5;;21.5;;;;;;
83781;22/02/2018;0000;;30.2;;7;4.2;23.72;86;1.15;
83781;22/02/2018;1200;0;;20.4;;;;;;
83781;23/02/2018;0000;;27.3;;7.8;2.6;22.2;79;2.1;
83781;23/02/2018;1200;9;;19.3;;;;;;
83781;24/02/2018;0000;;27.5;;10.3;3.2;22.08;70;2.5;
83781;24/02/2018;1200;0;;17.8;;;;;;
83781;25/02/2018;0000;;26.8;;7.3;2.8;21.84;76;3.3;
83781;25/02/2018;1200;0;;17.6;;;;;;
83781;26/02/2018;0000;;27.2;;1.1;2.9;22.2;88;1.6;
83781;26/02/2018;1200;0;;19.6;;;;;;
83781;27/02/2018;0000;;28.5;;3.6;1.1;22.92;84;2.5;
83781;27/02/2018;1200;73.1;;19;;;;;;
83781;28/02/2018;0000;;30.3;;9.3;2.1;24.06;77;1.25;
83781;28/02/2018;1200;0;;19.5;;;;;;
83781;01/03/2018;0000;;30.6;;6.9;5.1;24.7;80.25;2.8;
83781;01/03/2018;1200;0;;20.9;;;;;;
83781;02/03/2018;0000;;31.4;;6.8;3.5;24.48;83.75;2.466667;
83781;02/03/2018;1200;0.5;;21.3;;;;;;
83781;03/03/2018;0000;;29.5;;6.8;3.8;23.74;77;2.466667;
83781;03/03/2018;1200;4.2;;20;;;;;;
83781;04/03/2018;0000;;31.3;;5.6;3.6;24.82;83.75;2.266667;
83781;04/03/2018;1200;0;;21;;;;;;
83781;05/03/2018;0000;;31.2;;8.5;2.6;24.44;77.5;1.266667;
83781;05/03/2018;1200;6.4;;20.4;;;;;;
83781;06/03/2018;0000;;29.8;;6.3;3.9;24.34;81;2.433333;
83781;06/03/2018;1200;22.1;;20.7;;;;;;
83781;07/03/2018;0000;;30;;5.1;3.5;23.94;84.25;2.166667;
83781;07/03/2018;1200;2.2;;21.3;;;;;;
83781;08/03/2018;0000;;23.8;;0;3;21.44;86.5;2.766667;
83781;08/03/2018;1200;0;;20.2;;;;;;
83781;09/03/2018;0000;;26.8;;3.4;2;22.08;77.25;2.5;
83781;09/03/2018;1200;0.4;;19.2;;;;;;
83781;10/03/2018;0000;;27.5;;2.3;2.8;22.44;84.5;1.933333;
83781;10/03/2018;1200;0;;20.1;;;;;;
83781;11/03/2018;0000;;31;;7.1;2.8;24.42;70.25;1.366667;
83781;11/03/2018;1200;0.4;;19.3;;;;;;
83781;12/03/2018;0000;;31.2;;8.3;3.5;24.64;76.75;1.8;
83781;12/03/2018;1200;0;;20.4;;;;;;
83781;13/03/2018;0000;;29.3;;4.8;1;23.76;81.5;1.933333;
83781;13/03/2018;1200;42.8;;20.3;;;;;;
83781;14/03/2018;0000;;33.6;;8.9;2;25.34;72.5;2.266667;
83781;14/03/2018;1200;0;;21.6;;;;;;
83781;15/03/2018;0000;;31;;4.6;3.9;25.94;66;2.466667;
83781;15/03/2018;1200;32.8;;19.9;;;;;;
83781;16/03/2018;0000;;30.5;;7.3;3.9;25.26;72.5;2.466667;
83781;16/03/2018;1200;0;;22.4;;;;;;
83781;17/03/2018;0000;;29.6;;6.7;4.5;24.24;71.25;1.9;
83781;17/03/2018;1200;0;;21.2;;;;;;
83781;18/03/2018;0000;;32;;8.9;3.5;24.62;74;1.6;
83781;18/03/2018;1200;0;;19.7;;;;;;
83781;19/03/2018;0000;;31.9;;6.4;3.8;25.66;78.75;1.366667;
83781;19/03/2018;1200;0;;21.4;;;;;;
83781;20/03/2018;0000;;31;;2.1;3.4;23.74;79.25;0.533333;
83781;20/03/2018;1200;0;;19.5;;;;;;
83781;21/03/2018;0000;;27;;2.6;2.3;22.4;79.25;1.833333;
83781;21/03/2018;1200;50.1;;19.5;;;;;;
83781;22/03/2018;0000;;26.4;;2.2;2;22.12;80.5;2.9;
83781;22/03/2018;1200;5.4;;19.8;;;;;;
83781;23/03/2018;0000;;30;;6;2;23.88;75.25;2.366667;
83781;23/03/2018;1200;0;;20.2;;;;;;
83781;24/03/2018;0000;;30.3;;10.6;3;25.02;67.5;2.033333;
83781;24/03/2018;1200;0;;20.1;;;;;;
